Date,Company,Adj Close,High,Low,Open,Volume
2022-09-20,Netflix,242.85000610351562,250.49000549316406,239.66000366210938,240.3699951171875,16037400
2022-09-21,Netflix,236.8699951171875,248.3000030517578,236.67999267578125,242.6699981689453,9166800
2022-09-22,Netflix,237.0500030517578,240.5,231.66000366210938,235.35000610351562,10018000
2022-09-23,Netflix,226.41000366210938,236.4499969482422,221.42999267578125,235.13999938964844,11207200
2022-09-26,Netflix,224.07000732421875,232.6999969482422,223.00999450683594,225.60000610351562,8234300
2022-09-27,Netflix,224.36000061035156,230.63999938964844,220.72000122070312,228.6300048828125,7762200
2022-09-28,Netflix,245.1999969482422,246.64999389648438,227.3800048828125,229.69000244140625,17579700
2022-09-29,Netflix,239.7100067138672,246.97999572753906,235.67999267578125,241.61000061035156,18994900
2022-09-30,Netflix,235.44000244140625,242.44000244140625,233.25999450683594,237.0,11848600
2022-10-03,Netflix,239.0399932861328,241.5399932861328,232.85000610351562,237.85000610351562,8657400
2022-10-04,Netflix,240.74000549316406,245.8000030517578,233.25,244.83999633789062,13925900
2022-10-05,Netflix,236.72999572753906,241.58999633789062,227.3800048828125,238.75999450683594,10825600
2022-10-06,Netflix,240.02000427246094,244.27999877929688,233.91000366210938,236.67999267578125,9188900
2022-10-07,Netflix,224.75,237.3300018310547,224.27999877929688,235.77000427246094,9806100
2022-10-10,Netflix,229.97999572753906,233.8300018310547,224.22999572753906,225.63999938964844,9991100
2022-10-11,Netflix,214.2899932861328,230.44000244140625,213.6999969482422,226.0500030517578,15282400
2022-10-12,Netflix,220.8699951171875,223.6699981689453,212.63999938964844,214.3000030517578,12952600
2022-10-13,Netflix,232.50999450683594,234.47000122070312,211.72999572753906,212.69000244140625,17505000
2022-10-14,Netflix,230.0,238.8000030517578,229.50999450683594,237.8000030517578,15293400
2022-10-17,Netflix,245.10000610351562,249.9199981689453,234.39999389648438,234.41000366210938,21057800
2022-10-18,Netflix,240.86000061035156,250.3699951171875,237.72999572753906,249.8000030517578,25776700
2022-10-19,Netflix,272.3800048828125,279.29998779296875,262.6600036621094,265.0,46685300
2022-10-20,Netflix,268.1600036621094,278.3800048828125,266.3800048828125,272.7799987792969,17207100
2022-10-21,Netflix,289.57000732421875,290.75,265.67999267578125,268.95001220703125,24889100
2022-10-24,Netflix,282.45001220703125,290.489990234375,280.3599853515625,290.2300109863281,13326400
2022-10-25,Netflix,291.0199890136719,297.5899963378906,285.54998779296875,286.95001220703125,15100700
2022-10-26,Netflix,298.6199951171875,305.6300048828125,288.0400085449219,290.0400085449219,15714100
2022-10-27,Netflix,296.94000244140625,305.2099914550781,294.7799987792969,298.3299865722656,14612600
2022-10-28,Netflix,295.7200012207031,301.19000244140625,292.2900085449219,297.70001220703125,9960500
2022-10-31,Netflix,291.8800048828125,297.6199951171875,289.5,295.1300048828125,7505100
2022-11-01,Netflix,286.75,299.70001220703125,286.4200134277344,296.1700134277344,6916400
2022-11-02,Netflix,273.0,287.3299865722656,272.8399963378906,286.3999938964844,10367600
2022-11-03,Netflix,269.05999755859375,276.2900085449219,268.79998779296875,271.25,7057400
2022-11-04,Netflix,260.7900085449219,274.9700012207031,255.32000732421875,272.0199890136719,11124700
2022-11-07,Netflix,258.6000061035156,261.1499938964844,252.08999633789062,261.05999755859375,7927000
2022-11-08,Netflix,263.4599914550781,266.0799865722656,256.8800048828125,259.9200134277344,7683800
2022-11-09,Netflix,254.66000366210938,260.8999938964844,254.22000122070312,259.6600036621094,7266000
2022-11-10,Netflix,274.9700012207031,275.3599853515625,260.0899963378906,265.989990234375,9667300
2022-11-11,Netflix,290.1300048828125,290.6600036621094,271.55999755859375,274.4700012207031,9573800
2022-11-14,Netflix,299.2699890136719,311.0,288.19000244140625,290.0,17978200
2022-11-15,Netflix,310.20001220703125,312.7099914550781,302.54998779296875,309.20001220703125,14626900
2022-11-16,Netflix,306.0199890136719,310.489990234375,303.6099853515625,309.94000244140625,8038600
2022-11-17,Netflix,295.2799987792969,299.82000732421875,291.0,294.7200012207031,9838200
2022-11-18,Netflix,287.9800109863281,298.0,287.0,297.3299865722656,8400100
2022-11-21,Netflix,285.04998779296875,291.8699951171875,282.6600036621094,291.0,7256500
2022-11-22,Netflix,286.69000244140625,286.9800109863281,277.3399963378906,284.989990234375,6245100
2022-11-23,Netflix,291.5,292.4700012207031,283.760009765625,285.9100036621094,5919000
2022-11-25,Netflix,285.5400085449219,289.2099914550781,284.1700134277344,289.0,3236000
2022-11-28,Netflix,281.1700134277344,289.54998779296875,280.5299987792969,284.0,4703400
2022-11-29,Netflix,280.9599914550781,282.9599914550781,275.94000244140625,282.5,5786900
2022-11-30,Netflix,305.5299987792969,308.260009765625,280.4100036621094,281.3699951171875,16070100
2022-12-01,Netflix,316.95001220703125,319.79998779296875,303.0299987792969,303.989990234375,14664900
2022-12-02,Netflix,320.4100036621094,321.989990234375,310.0,310.489990234375,12690600
2022-12-05,Netflix,312.5899963378906,322.7699890136719,310.9200134277344,316.4599914550781,8423000
2022-12-06,Netflix,305.55999755859375,313.2200012207031,303.1300048828125,311.0,7195400
2022-12-07,Netflix,308.4200134277344,309.6099853515625,302.1000061035156,306.5,7821600
2022-12-08,Netflix,310.260009765625,312.3800048828125,304.80999755859375,309.1099853515625,7205300
2022-12-09,Netflix,320.010009765625,329.0,319.5199890136719,321.45001220703125,14364000
2022-12-12,Netflix,315.17999267578125,323.17999267578125,308.8500061035156,320.0,10148600
2022-12-13,Netflix,320.3399963378906,332.7200012207031,317.20001220703125,328.0,10756400
2022-12-14,Netflix,317.8299865722656,324.7099914550781,314.4200134277344,318.9700012207031,7543300
2022-12-15,Netflix,290.4100036621094,303.3900146484375,286.54998779296875,302.1199951171875,17724600
2022-12-16,Netflix,290.7099914550781,294.7200012207031,288.70001220703125,288.760009765625,14080000
2022-12-19,Netflix,288.29998779296875,292.25,286.1300048828125,289.7300109863281,6163700
2022-12-20,Netflix,288.19000244140625,289.2799987792969,280.80999755859375,281.239990234375,6918100
2022-12-21,Netflix,297.9599914550781,300.6600036621094,286.5,289.989990234375,6376200
2022-12-22,Netflix,297.75,298.8800048828125,290.80999755859375,298.0899963378906,7856200
2022-12-23,Netflix,294.9599914550781,298.4599914550781,291.9100036621094,296.17999267578125,4251100
2022-12-27,Netflix,284.1700134277344,293.57000732421875,282.1300048828125,293.19000244140625,5778100
2022-12-28,Netflix,276.8800048828125,285.19000244140625,273.4100036621094,281.9200134277344,5964400
2022-12-29,Netflix,291.1199951171875,295.5,281.010009765625,283.17999267578125,9588500
2022-12-30,Netflix,294.8800048828125,295.010009765625,283.2200012207031,285.5299987792969,7566900
2023-01-03,Netflix,294.95001220703125,298.3900146484375,288.70001220703125,298.05999755859375,6764000
2023-01-04,Netflix,309.4100036621094,311.1400146484375,295.510009765625,298.239990234375,9345100
2023-01-05,Netflix,309.70001220703125,314.17999267578125,304.54998779296875,307.0,8328400
2023-01-06,Netflix,315.54998779296875,316.7699890136719,303.69000244140625,311.57000732421875,8959800
2023-01-09,Netflix,315.1700134277344,321.70001220703125,313.2200012207031,316.8299865722656,6766600
2023-01-10,Netflix,327.5400085449219,329.3500061035156,311.07000732421875,311.07000732421875,13072300
2023-01-11,Netflix,327.260009765625,328.8800048828125,321.3500061035156,326.5,9579700
2023-01-12,Netflix,330.1300048828125,332.95001220703125,323.1400146484375,332.5,10856200
2023-01-13,Netflix,332.82000732421875,336.6499938964844,328.8900146484375,329.9700012207031,8286800
2023-01-17,Netflix,326.2200012207031,332.5,323.6000061035156,331.0799865722656,9247000
2023-01-18,Netflix,326.3299865722656,330.0799865722656,321.25,326.75,7814100
2023-01-19,Netflix,315.7799987792969,324.8900146484375,313.3900146484375,322.57000732421875,18008200
2023-01-20,Netflix,342.5,344.0,332.6300048828125,336.7900085449219,28430300
2023-01-23,Netflix,357.4200134277344,362.25,340.6300048828125,341.7200012207031,15646900
2023-01-24,Netflix,363.8299865722656,365.6499938964844,355.1400146484375,357.5299987792969,11796500
2023-01-25,Netflix,367.9599914550781,368.8999938964844,358.5,360.57000732421875,7766900
2023-01-26,Netflix,364.8699951171875,369.0199890136719,361.70001220703125,368.7699890136719,8256800
2023-01-27,Netflix,360.7699890136719,365.9200134277344,360.5899963378906,363.20001220703125,6703500
2023-01-30,Netflix,353.1099853515625,360.95001220703125,352.8599853515625,358.44000244140625,5127600
2023-01-31,Netflix,353.8599853515625,355.95001220703125,348.7099914550781,349.9800109863281,5660700
2023-02-01,Netflix,361.989990234375,365.3900146484375,349.9100036621094,353.8599853515625,8005200
2023-02-02,Netflix,366.8900146484375,368.32000732421875,358.42999267578125,365.1600036621094,7857000
2023-02-03,Netflix,365.8999938964844,379.42999267578125,359.0,359.0799865722656,9402000
2023-02-06,Netflix,361.4800109863281,368.45001220703125,360.67999267578125,363.6400146484375,4994900
2023-02-07,Netflix,362.95001220703125,364.17999267578125,354.17999267578125,358.510009765625,6289400
2023-02-08,Netflix,366.8299865722656,368.19000244140625,358.30999755859375,360.0199890136719,6253200
2023-02-09,Netflix,362.5,373.8299865722656,361.739990234375,372.4100036621094,6901100
2023-02-10,Netflix,347.3599853515625,362.1400146484375,347.1400146484375,359.1600036621094,7291100
2023-02-13,Netflix,358.57000732421875,359.70001220703125,344.25,349.5,7134400
2023-02-14,Netflix,359.9599914550781,363.75,353.3999938964844,357.54998779296875,4624800
2023-02-15,Netflix,361.4200134277344,362.8800048828125,354.239990234375,356.6300048828125,3966000
2023-02-16,Netflix,350.7099914550781,361.5,350.30999755859375,355.0,5215700
2023-02-17,Netflix,347.9599914550781,349.0,342.44000244140625,347.9100036621094,5294700
2023-02-21,Netflix,337.5,344.1300048828125,336.4200134277344,342.8500061035156,5710300
2023-02-22,Netflix,334.8800048828125,341.9100036621094,332.82000732421875,337.5,4546200
2023-02-23,Netflix,323.6499938964844,331.2799987792969,314.29998779296875,331.2300109863281,13238700
2023-02-24,Netflix,317.1499938964844,321.5,314.5199890136719,319.29998779296875,6830700
2023-02-27,Netflix,323.0299987792969,330.0,322.1199951171875,323.8699951171875,6142600
2023-02-28,Netflix,322.1300048828125,327.6199951171875,321.1700134277344,323.70001220703125,3676100
2023-03-01,Netflix,313.4800109863281,326.6000061035156,312.3599853515625,321.54998779296875,4911300
2023-03-02,Netflix,311.8800048828125,315.57000732421875,310.3800048828125,310.9599914550781,4911000
2023-03-03,Netflix,315.17999267578125,317.489990234375,310.82000732421875,315.45001220703125,5953300
2023-03-06,Netflix,312.0299987792969,323.29998779296875,311.8399963378906,317.0,5660700
2023-03-07,Netflix,308.4700012207031,314.29998779296875,306.6199951171875,312.67999267578125,4553100
2023-03-08,Netflix,311.7900085449219,311.8299865722656,305.75,309.2900085449219,3479500
2023-03-09,Netflix,297.7799987792969,312.510009765625,294.8800048828125,312.0799865722656,7443400
2023-03-10,Netflix,292.760009765625,298.7900085449219,289.0,297.8999938964844,5759300
2023-03-13,Netflix,293.510009765625,299.239990234375,285.3299865722656,287.3399963378906,6292400
2023-03-14,Netflix,294.94000244140625,297.45001220703125,290.30999755859375,295.9700012207031,5956700
2023-03-15,Netflix,303.7900085449219,306.30999755859375,292.2799987792969,292.510009765625,9215300
2023-03-16,Netflix,310.05999755859375,316.6000061035156,301.7099914550781,304.75,7903700
2023-03-17,Netflix,303.5,310.760009765625,300.0,310.05999755859375,6918800
2023-03-20,Netflix,305.1300048828125,307.5,296.0,299.7900085449219,5113400
2023-03-21,Netflix,305.7900085449219,307.9200134277344,300.42999267578125,306.32000732421875,4886300
2023-03-22,Netflix,293.8999938964844,306.45001220703125,293.5400085449219,306.30999755859375,5808000
2023-03-23,Netflix,320.3699951171875,322.7799987792969,304.1400146484375,304.67999267578125,15653300
2023-03-24,Netflix,328.3900146484375,331.8299865722656,320.6300048828125,320.6300048828125,12991700
2023-03-27,Netflix,327.6600036621094,336.44000244140625,324.4100036621094,327.54998779296875,8625800
2023-03-28,Netflix,323.5199890136719,333.32000732421875,321.2799987792969,326.05999755859375,6489400
2023-03-29,Netflix,332.0299987792969,332.8500061035156,325.7300109863281,326.2900085449219,6287300
2023-03-30,Netflix,338.42999267578125,343.2900085449219,335.29998779296875,340.2699890136719,7131500
2023-03-31,Netflix,345.4800109863281,345.8399963378906,337.20001220703125,340.04998779296875,5610200
2023-04-03,Netflix,348.2799987792969,348.5799865722656,340.3999938964844,341.8299865722656,4413700
2023-04-04,Netflix,346.75,349.79998779296875,343.95001220703125,348.489990234375,3298100
2023-04-05,Netflix,342.3500061035156,345.42999267578125,336.25,345.29998779296875,4205500
2023-04-06,Netflix,339.3299865722656,340.4800109863281,332.6300048828125,339.3399963378906,4660500
2023-04-10,Netflix,338.989990234375,339.8800048828125,333.3599853515625,335.2699890136719,2657900
2023-04-11,Netflix,338.2099914550781,347.1400146484375,337.6400146484375,343.45001220703125,4044800
2023-04-12,Netflix,331.0299987792969,342.79998779296875,330.0400085449219,340.80999755859375,3965400
2023-04-13,Netflix,346.19000244140625,346.42999267578125,338.75,339.989990234375,7406400
2023-04-14,Netflix,338.6300048828125,344.8500061035156,336.4100036621094,342.94000244140625,5350500
2023-04-17,Netflix,332.7200012207031,338.3900146484375,327.5,338.0,6136000
2023-04-18,Netflix,333.70001220703125,337.19000244140625,330.5,335.0,17944500
2023-04-19,Netflix,323.1199951171875,325.75,316.1000061035156,324.2099914550781,22128300
2023-04-20,Netflix,325.3500061035156,331.42999267578125,318.3299865722656,320.3900146484375,9947800
2023-04-21,Netflix,327.9800109863281,328.2900085449219,319.5,323.0,6348000
2023-04-24,Netflix,329.0199890136719,334.6600036621094,326.75,330.20001220703125,5586600
2023-04-25,Netflix,322.54998779296875,328.6600036621094,321.1000061035156,328.5,5426600
2023-04-26,Netflix,321.1499938964844,325.8999938964844,320.4700012207031,321.3599853515625,4623200
2023-04-27,Netflix,325.8500061035156,327.45001220703125,317.44000244140625,324.29998779296875,5618800
2023-04-28,Netflix,329.92999267578125,330.80999755859375,324.0,325.239990234375,4221900
2023-05-01,Netflix,324.1199951171875,331.2300109863281,318.0899963378906,329.44000244140625,5341500
2023-05-02,Netflix,317.54998779296875,326.07000732421875,315.6199951171875,325.0,4318600
2023-05-03,Netflix,319.29998779296875,324.6199951171875,315.8500061035156,317.54998779296875,5064100
2023-05-04,Netflix,320.7799987792969,323.6099853515625,317.95001220703125,319.010009765625,3879700
2023-05-05,Netflix,322.760009765625,324.1499938964844,319.44000244140625,323.6099853515625,3988600
2023-05-08,Netflix,331.2099914550781,332.55999755859375,322.0299987792969,322.989990234375,5488600
2023-05-09,Netflix,332.1400146484375,336.32000732421875,329.739990234375,330.6700134277344,5544900
2023-05-10,Netflix,335.4200134277344,337.1099853515625,329.510009765625,335.2099914550781,4289900
2023-05-11,Netflix,344.760009765625,345.4700012207031,331.8399963378906,334.9800109863281,8033500
2023-05-12,Netflix,339.8900146484375,348.1700134277344,337.3599853515625,344.760009765625,6079900
2023-05-15,Netflix,335.8900146484375,341.8999938964844,335.5400085449219,340.6199951171875,3653000
2023-05-16,Netflix,333.75,335.1700134277344,331.9100036621094,334.0,3332200
2023-05-17,Netflix,339.9599914550781,341.3800048828125,329.6199951171875,331.760009765625,3958800
2023-05-18,Netflix,371.2900085449219,375.8699951171875,346.3699951171875,347.25,20925200
2023-05-19,Netflix,365.3599853515625,369.989990234375,363.80999755859375,369.8599853515625,7850900
2023-05-22,Netflix,363.010009765625,372.010009765625,362.5,365.3599853515625,5406400
2023-05-23,Netflix,355.989990234375,364.1700134277344,354.30999755859375,360.239990234375,6866100
2023-05-24,Netflix,364.8500061035156,367.1499938964844,356.6300048828125,356.92999267578125,7973300
2023-05-25,Netflix,359.0,367.45001220703125,357.4200134277344,359.6099853515625,6263100
2023-05-26,Netflix,378.8800048828125,383.760009765625,356.0,361.1000061035156,9360400
2023-05-30,Netflix,392.9800109863281,405.1099853515625,385.7900085449219,397.4800109863281,10865000
2023-05-31,Netflix,395.2300109863281,396.260009765625,388.9100036621094,391.8900146484375,6988000
2023-06-01,Netflix,403.1300048828125,407.5199890136719,393.0799865722656,397.4100036621094,7160100
2023-06-02,Netflix,400.4700012207031,406.5799865722656,395.8999938964844,402.8900146484375,5897300
2023-06-05,Netflix,403.5400085449219,413.8599853515625,400.1499938964844,400.4700012207031,7247400
2023-06-06,Netflix,399.2900085449219,405.1199951171875,396.92999267578125,405.0,4991500
2023-06-07,Netflix,399.7699890136719,418.95001220703125,399.2300109863281,410.42999267578125,11932400
2023-06-08,Netflix,409.3699951171875,409.5400085449219,396.3399963378906,399.7699890136719,5991100
2023-06-09,Netflix,420.0199890136719,425.8999938964844,414.760009765625,424.5,12363000
2023-06-12,Netflix,423.9700012207031,424.70001220703125,416.57000732421875,418.8299865722656,5959500
2023-06-13,Netflix,435.7300109863281,437.2699890136719,428.3999938964844,430.010009765625,7820500
2023-06-14,Netflix,440.8599853515625,447.3299865722656,433.5,434.989990234375,8413100
2023-06-15,Netflix,445.2699890136719,448.6499938964844,439.5,444.1000061035156,7099900
2023-06-16,Netflix,431.9599914550781,447.510009765625,430.8999938964844,446.1499938964844,8745500
2023-06-20,Netflix,434.70001220703125,440.0,430.0,430.17999267578125,4756000
2023-06-21,Netflix,424.45001220703125,434.54998779296875,422.5400085449219,432.6499938964844,5146400
2023-06-22,Netflix,422.4800109863281,424.7099914550781,418.67999267578125,422.92999267578125,4869500
2023-06-23,Netflix,424.0199890136719,425.82000732421875,417.7300109863281,418.5899963378906,8293900
2023-06-26,Netflix,415.94000244140625,430.9599914550781,414.8999938964844,422.44000244140625,4640000
2023-06-27,Netflix,417.0799865722656,420.8800048828125,411.5,417.3900146484375,4818100
2023-06-28,Netflix,429.8399963378906,437.2900085449219,422.8900146484375,423.1000061035156,8811300
2023-06-29,Netflix,428.239990234375,437.8500061035156,426.1499938964844,434.3299865722656,4932300
2023-06-30,Netflix,440.489990234375,444.1199951171875,431.1000061035156,431.1000061035156,7342000
2023-07-03,Netflix,441.44000244140625,441.54998779296875,431.6199951171875,439.760009765625,3733200
2023-07-05,Netflix,445.8999938964844,450.9700012207031,439.6199951171875,444.9100036621094,6869500
2023-07-06,Netflix,438.8399963378906,442.79998779296875,430.7200012207031,440.0,4938800
2023-07-07,Netflix,438.1000061035156,442.3299865722656,435.8399963378906,438.6000061035156,4160100
2023-07-10,Netflix,441.7099914550781,444.4100036621094,436.82000732421875,438.5199890136719,4251700
2023-07-11,Netflix,440.2099914550781,440.79998779296875,431.0400085449219,438.6499938964844,4574600
2023-07-12,Netflix,444.04998779296875,445.4100036621094,437.75,444.54998779296875,5731700
2023-07-13,Netflix,450.3800048828125,451.6700134277344,441.17999267578125,447.0,6157500
2023-07-14,Netflix,441.9100036621094,456.4800109863281,439.70001220703125,452.7900085449219,7184900
2023-07-17,Netflix,450.04998779296875,456.67999267578125,445.1099853515625,445.57000732421875,6891700
2023-07-18,Netflix,474.79998779296875,478.1499938964844,448.7799987792969,451.0,13196900
2023-07-19,Netflix,477.5899963378906,485.0,470.0,476.8599853515625,20996500
2023-07-20,Netflix,437.4200134277344,448.5,432.0,447.0,23989700
2023-07-21,Netflix,427.5,438.239990234375,423.19000244140625,437.3699951171875,17303700
2023-07-24,Netflix,428.3699951171875,428.6400146484375,419.19000244140625,425.0,8264400
2023-07-25,Netflix,427.70001220703125,430.8800048828125,426.1300048828125,427.17999267578125,4859800
2023-07-26,Netflix,422.6700134277344,425.260009765625,415.5899963378906,424.20001220703125,6009200
2023-07-27,Netflix,413.1700134277344,427.5199890136719,411.8800048828125,426.8999938964844,6594500
2023-07-28,Netflix,425.7799987792969,427.4700012207031,413.760009765625,415.55999755859375,6424200
2023-07-31,Netflix,438.9700012207031,439.1300048828125,426.29998779296875,426.510009765625,6587600
2023-08-01,Netflix,438.6199951171875,445.25,431.3999938964844,437.3699951171875,5711500
2023-08-02,Netflix,429.70001220703125,435.55999755859375,426.55999755859375,435.2300109863281,4912200
2023-08-03,Netflix,431.0,441.92999267578125,427.19000244140625,427.79998779296875,6243900
2023-08-04,Netflix,431.6000061035156,436.5,426.2699890136719,433.05999755859375,5439700
2023-08-07,Netflix,440.760009765625,441.1099853515625,428.9100036621094,436.4599914550781,4781300
2023-08-08,Netflix,438.29998779296875,443.57000732421875,435.1000061035156,440.3599853515625,3767200
2023-08-09,Netflix,428.8999938964844,440.6199951171875,427.5899963378906,439.739990234375,3846600
2023-08-10,Netflix,429.9800109863281,438.1199951171875,428.69000244140625,431.1199951171875,5467600
2023-08-11,Netflix,421.6600036621094,430.6300048828125,421.3299865722656,428.9800109863281,3925200
2023-08-14,Netflix,427.7799987792969,428.8500061035156,418.7799987792969,421.989990234375,3966000
2023-08-15,Netflix,423.70001220703125,429.1199951171875,421.0400085449219,424.4100036621094,3368000
2023-08-16,Netflix,415.45001220703125,424.510009765625,415.25,423.7300109863281,3967000
2023-08-17,Netflix,403.0,415.239990234375,401.5799865722656,415.0,6031500
2023-08-18,Netflix,404.5299987792969,406.5199890136719,398.1499938964844,399.3299865722656,4309200
2023-08-21,Netflix,408.2900085449219,409.6099853515625,399.5,402.2300109863281,3861600
2023-08-22,Netflix,413.1700134277344,415.739990234375,407.3999938964844,409.0,3603300
2023-08-23,Netflix,427.54998779296875,437.0199890136719,417.7099914550781,418.3999938964844,8174700
2023-08-24,Netflix,406.92999267578125,427.5899963378906,406.1700134277344,425.4100036621094,5687800
2023-08-25,Netflix,416.0299987792969,419.25,407.55999755859375,412.0,5390900
2023-08-28,Netflix,418.05999755859375,419.8299865722656,413.2699890136719,418.0400085449219,2928600
2023-08-29,Netflix,429.989990234375,432.1700134277344,414.5,416.0,4486700
2023-08-30,Netflix,434.6700134277344,438.1600036621094,428.3500061035156,430.8500061035156,3625400
2023-08-31,Netflix,433.67999267578125,437.1499938964844,431.2300109863281,431.2300109863281,3803000
2023-09-01,Netflix,439.8800048828125,445.5,435.92999267578125,437.7300109863281,4792100
2023-09-05,Netflix,448.67999267578125,453.45001220703125,438.0,438.3900146484375,6155900
2023-09-06,Netflix,445.760009765625,451.3900146484375,440.489990234375,448.6099853515625,3862300
2023-09-07,Netflix,443.1400146484375,444.6000061035156,436.70001220703125,441.1499938964844,2922700
2023-09-08,Netflix,442.79998779296875,446.80999755859375,438.8500061035156,443.55999755859375,2697500
2023-09-11,Netflix,445.3599853515625,449.8900146484375,442.75,443.07000732421875,2913800
2023-09-12,Netflix,434.69000244140625,445.44000244140625,434.1199951171875,442.8500061035156,3124000
2023-09-13,Netflix,412.239990234375,438.3999938964844,410.69000244140625,435.5,11843000
2023-09-14,Netflix,400.489990234375,411.3900146484375,400.0,410.3999938964844,10709000
2023-09-15,Netflix,396.94000244140625,404.70001220703125,395.0299987792969,401.0,9110700
2023-09-18,Netflix,394.3999938964844,399.4700012207031,392.6000061035156,395.5,4704700
2023-09-19,Netflix,396.20001220703125,398.2300109863281,390.25,392.8399963378906,4076800
2023-09-20,Netflix,386.29998779296875,397.989990234375,386.1199951171875,397.04998779296875,3866600
2023-09-21,Netflix,384.1499938964844,395.8999938964844,383.4200134277344,386.5,5547900
2023-09-22,Netflix,379.80999755859375,386.8800048828125,378.3599853515625,385.0,3692800
2023-09-25,Netflix,384.79998779296875,386.6199951171875,380.80999755859375,382.8999938964844,3757300
2023-09-26,Netflix,379.25,384.55999755859375,377.3599853515625,382.8800048828125,4089400
2023-09-27,Netflix,377.5899963378906,384.2200012207031,376.25,382.3999938964844,3843500
2023-09-28,Netflix,376.3599853515625,378.9599914550781,371.1000061035156,375.6000061035156,4369900
2023-09-29,Netflix,377.6000061035156,382.5799865722656,375.3500061035156,380.0,4198700
2023-10-02,Netflix,380.3299865722656,384.80999755859375,376.79998779296875,377.4800109863281,3102100
2023-10-03,Netflix,376.75,394.8999938964844,372.8500061035156,377.1099853515625,8878100
2023-10-04,Netflix,376.8999938964844,380.2200012207031,373.5799865722656,376.5,4303700
2023-10-05,Netflix,372.5899963378906,378.6000061035156,367.239990234375,378.010009765625,5034800
2023-10-06,Netflix,381.510009765625,382.5199890136719,367.7699890136719,368.42999267578125,4773400
2023-10-09,Netflix,385.95001220703125,387.1700134277344,377.760009765625,378.04998779296875,3299800
2023-10-10,Netflix,373.32000732421875,388.70001220703125,372.25,385.5799865722656,7288900
2023-10-11,Netflix,365.92999267578125,377.80999755859375,365.3399963378906,372.7799987792969,9151400
2023-10-12,Netflix,361.20001220703125,368.8299865722656,359.04998779296875,366.4800109863281,7376100
2023-10-13,Netflix,355.67999267578125,358.92999267578125,352.04998779296875,355.6400146484375,6312600
2023-10-16,Netflix,360.82000732421875,363.0799865722656,354.7699890136719,356.2099914550781,5128900
2023-10-17,Netflix,355.7200012207031,362.70001220703125,353.8900146484375,361.1000061035156,5908400
2023-10-18,Netflix,346.19000244140625,354.7900085449219,344.7300109863281,351.0,11429600
2023-10-19,Netflix,401.7699890136719,408.95001220703125,392.260009765625,404.739990234375,28074400
2023-10-20,Netflix,400.9599914550781,410.6400146484375,398.010009765625,405.6300048828125,12768900
2023-10-23,Netflix,406.8399963378906,407.5400085449219,398.5199890136719,403.32000732421875,7390000
2023-10-24,Netflix,413.7300109863281,416.69000244140625,408.3900146484375,409.67999267578125,6459200
2023-10-25,Netflix,411.25,418.8399963378906,410.1099853515625,416.0199890136719,6299600
2023-10-26,Netflix,403.5400085449219,417.30999755859375,401.5400085449219,411.4200134277344,6849700
2023-10-27,Netflix,397.8699951171875,410.2099914550781,395.6199951171875,406.4200134277344,4997600
2023-10-30,Netflix,410.0799865722656,412.82000732421875,399.4100036621094,402.3500061035156,5317100
2023-10-31,Netflix,411.69000244140625,412.5199890136719,404.6300048828125,409.239990234375,3877600
2023-11-01,Netflix,420.19000244140625,420.6000061035156,414.17999267578125,414.7699890136719,4806100
2023-11-02,Netflix,424.7099914550781,426.69000244140625,417.1000061035156,421.1700134277344,4476000
2023-11-03,Netflix,432.3599853515625,434.82000732421875,425.5299987792969,428.760009765625,3664800
2023-11-06,Netflix,434.739990234375,435.0299987792969,429.6099853515625,434.3800048828125,3003200
2023-11-07,Netflix,434.6099853515625,437.6400146484375,431.0,436.17999267578125,3291100
2023-11-08,Netflix,436.6499938964844,438.07000732421875,433.67999267578125,435.0,2356800
2023-11-09,Netflix,435.1499938964844,440.3800048828125,434.3500061035156,438.0299987792969,2735500
2023-11-10,Netflix,447.239990234375,447.4800109863281,435.510009765625,437.4800109863281,4440600
2023-11-13,Netflix,444.6199951171875,448.42999267578125,442.6000061035156,447.25,2896100
2023-11-14,Netflix,448.6499938964844,454.0799865722656,445.6400146484375,448.7799987792969,4060900
2023-11-15,Netflix,461.94000244140625,462.75,452.45001220703125,452.80999755859375,5035300
2023-11-16,Netflix,466.95001220703125,467.2799987792969,459.6499938964844,463.0,3656000
2023-11-17,Netflix,465.9100036621094,467.6499938964844,462.760009765625,466.95001220703125,2798500
2023-11-20,Netflix,474.4700012207031,476.760009765625,465.3999938964844,465.3999938964844,3617600
2023-11-21,Netflix,474.95001220703125,477.0199890136719,471.2099914550781,472.6300048828125,2997700
2023-11-22,Netflix,478.0,482.70001220703125,476.55999755859375,476.79998779296875,2841600
2023-11-24,Netflix,479.55999755859375,480.3999938964844,475.20001220703125,477.1099853515625,1404700
2023-11-27,Netflix,479.1700134277344,482.0,475.3500061035156,479.0299987792969,3625900
2023-11-28,Netflix,479.0,480.5,475.95001220703125,478.1099853515625,2890200
2023-11-29,Netflix,477.19000244140625,480.989990234375,474.489990234375,479.0,2855500
2023-11-30,Netflix,473.9700012207031,478.5899963378906,470.4200134277344,475.30999755859375,4287300
2023-12-01,Netflix,465.739990234375,475.2300109863281,464.6000061035156,473.1700134277344,4338100
2023-12-04,Netflix,453.8999938964844,461.20001220703125,451.20001220703125,460.989990234375,5157700
